customer_id,customer_name,area,Recency,Frequency,Monetary,Cluster,Segment
2414265,Ayushman Bala,Sultan Pur Majra,86,2,5182.139999999999,1,Regular Customers
2442235,Pushti Bhattacharyya,Latur,11,2,3747.3,1,Regular Customers
2457734,Onkar Garg,Ahmednagar,6,4,6744.32,0,Loyal Customers
2517955,Charan Sharma,Mathura,252,1,950.6,1,Regular Customers
2558646,Vyanjana Dara,Bhusawal,207,3,4034.93,0,Loyal Customers
2566268,Arjun Ratta,Mysore,8,5,13417.32,2,Premium Customers
2584499,Shivansh Tata,Ludhiana,93,3,3879.01,0,Loyal Customers
2667357,Nathan Kaul,Guntakal,365,1,1666.89,3,At Risk Customers
2684440,Hamsini De,Ranchi,165,5,10019.32,2,Premium Customers
2848415,Anika Raja,Aurangabad,294,1,1233.33,3,At Risk Customers
2875442,Arunima Vyas,Bettiah,269,1,310.87,3,At Risk Customers
2903620,Bahadurjit Rama,Proddatur,224,2,3876.62,1,Regular Customers
2928026,Vrishti Basak,Ahmedabad,324,1,972.69,3,At Risk Customers
3002538,Sanya Sule,Sonipat,73,2,3130.74,1,Regular Customers
3096845,Yashvi Chander,Guntakal,364,2,5514.38,3,At Risk Customers
3100301,Wazir Saini,Bathinda,477,1,2618.61,3,At Risk Customers
3282647,Warda Pal,Unnao,290,2,4671.450000000001,3,At Risk Customers
3292927,Nisha Iyer,Rewa,21,3,5999.26,0,Loyal Customers
3399251,Ekalinga Bhatt,Solapur,335,1,1348.39,3,At Risk Customers
3408982,Tripti Chakraborty,Bhatpara,60,4,9310.22,2,Premium Customers
3410758,Qabil Salvi,Hazaribagh,589,1,898.05,3,At Risk Customers
3421258,Ishita Chaudhuri,Kota,260,2,1407.12,1,Regular Customers
3468355,Chameli Subramanian,Pune,159,1,367.08,1,Regular Customers
3483295,Maya Nath,Imphal,239,1,1596.72,1,Regular Customers
3588443,Yashica Pingle,Rohtak,36,2,3724.12,1,Regular Customers
3638834,Falan Nayak,Warangal,390,2,2207.96,3,At Risk Customers
3660263,Jagdish Bains,Phagwara,226,1,899.58,1,Regular Customers
3730316,Ishanvi Shankar,Berhampore,23,3,3173.85,1,Regular Customers
3786105,Ojas Sankaran,Kirari Suleman Nagar,201,2,5793.719999999999,0,Loyal Customers
3844290,Yashawini Thaman,Berhampore,34,2,4555.33,1,Regular Customers
3872421,Ladli Saran,Panvel,146,1,163.03,1,Regular Customers
3875480,Harshil Mital,Berhampur,513,1,3071.72,3,At Risk Customers
3893903,Bimala Sura,Bathinda,126,1,923.84,1,Regular Customers
3897936,Maanav Singh,Pudukkottai,34,5,9089.44,2,Premium Customers
3999964,Ansh Minhas,Orai,117,2,5935.73,1,Regular Customers
4055790,Noah Malhotra,Jamnagar,399,2,4109.889999999999,3,At Risk Customers
4057678,Brijesh Khalsa,Kadapa,36,2,2296.4300000000003,1,Regular Customers
4192351,Leela Date,Nandyal,191,1,4555.81,1,Regular Customers
4200802,Chakrika Gaba,Ramgarh,380,1,858.57,3,At Risk Customers
4356173,Jalsa Khatri,Rajkot,255,3,2428.91,1,Regular Customers
4378755,Oscar Ratta,Pali,67,3,5667.76,0,Loyal Customers
4386273,Jagrati Sengupta,Nandyal,78,3,4354.88,0,Loyal Customers
4394659,Xalak Goel,Pune,184,2,5924.07,0,Loyal Customers
4439806,Balendra Sethi,Mathura,197,3,8478.0,0,Loyal Customers
4444673,Chatresh Patla,Srikakulam,198,1,491.39,1,Regular Customers
4458329,Nimrat Sandal,Mira-Bhayandar,92,1,127.16,1,Regular Customers
4543215,Farhan Soni,Satna,333,1,2653.37,3,At Risk Customers
4594944,Hardik Mane,Cuttack,455,1,4205.78,3,At Risk Customers
4597433,Lipika Kumer,Tadepalligudem,71,6,15497.68,2,Premium Customers
4606533,Anusha Bhagat,Rajpur Sonarpur,472,1,938.72,3,At Risk Customers
4758426,Qushi Dash,Vijayawada,522,2,6462.13,3,At Risk Customers
4789829,Balvan Shah,Rourkela,249,2,6885.25,0,Loyal Customers
4862761,Maya Chatterjee,Eluru,113,2,3317.19,1,Regular Customers
4940671,Sarthak Doshi,Silchar,353,1,3471.7,3,At Risk Customers
4988545,Prisha Jha,Anantapuram,244,2,5463.49,1,Regular Customers
5001749,Dayamai Chanda,Kota,36,2,2604.45,1,Regular Customers
5039883,Gavin Garg,Purnia,92,5,11488.47,2,Premium Customers
5043760,Chatresh Dara,Davanagere,186,2,2691.16,1,Regular Customers
5135207,Xalak Mittal,Moradabad,442,1,4045.22,3,At Risk Customers
5140660,Tripti Loke,Akola,363,1,2066.77,3,At Risk Customers
5226128,Wridesh Mander,Bhimavaram,249,2,3694.79,1,Regular Customers
5228136,Oeshi Mallick,Ambarnath,134,3,6360.14,0,Loyal Customers
5238055,Chandani D’Alia,Guntur,123,3,8401.95,0,Loyal Customers
5277675,Vansha Deol,Ghaziabad,395,2,2650.36,3,At Risk Customers
5386246,Oeshi Dhillon,Kadapa,111,3,8719.43,0,Loyal Customers
5418547,Qushi Devi,Pune,66,2,2633.56,1,Regular Customers
5540556,Lakshit Balan,Gangtok,31,4,8749.83,0,Loyal Customers
5607734,Riya Batta,Jamshedpur,387,1,3767.45,3,At Risk Customers
5700842,Waida Trivedi,Amravati,561,1,419.13,3,At Risk Customers
5712468,Zinal Shan,Thanjavur,39,2,3280.4,1,Regular Customers
5716817,Xalak Master,Aurangabad,229,3,7122.33,0,Loyal Customers
5751638,Xiti Wagle,Aligarh,334,2,3763.9,3,At Risk Customers
5754255,Radha Rana,Mango,134,3,2938.94,1,Regular Customers
5763963,Chandran Seth,Pimpri-Chinchwad,220,5,6641.31,0,Loyal Customers
5901440,Faris Chopra,Sambhal,600,1,39.65,3,At Risk Customers
5961261,Vrishti Memon,Varanasi,206,4,7210.87,0,Loyal Customers
6025470,Isaac Mander,Sagar,388,1,4593.42,3,At Risk Customers
6061349,Gautami Trivedi,Haldia,181,3,9223.01,0,Loyal Customers
6081270,Caleb Sane,Gaya,434,1,836.16,3,At Risk Customers
6150721,Vaishnavi Master,Panihati,53,5,8313.27,2,Premium Customers
6184558,Gaurang Grewal,Tezpur,573,1,3676.83,3,At Risk Customers
6186471,Dominic Koshy,Chittoor,261,1,4356.46,1,Regular Customers
6245778,Reva Shanker,Guntakal,305,3,2736.77,3,At Risk Customers
6247821,Mekhala Vora,Panvel,26,3,6206.78,0,Loyal Customers
6291143,Banjeet Oak,Yamunanagar,137,2,3673.81,1,Regular Customers
6319646,Rehaan Suresh,Udupi,131,3,4477.48,0,Loyal Customers
6335221,Lajita Loyal,Rajpur Sonarpur,117,2,8162.09,0,Loyal Customers
6344345,Shaurya Chhabra,Burhanpur,67,3,6306.38,0,Loyal Customers
6390687,Shivansh Dasgupta,Alwar,205,2,3644.79,1,Regular Customers
6398761,Kabir Kala,Naihati,76,4,7685.5,0,Loyal Customers
6459100,Shivansh Mand,Agra,80,3,5143.1900000000005,0,Loyal Customers
6579892,Indrajit Sodhi,Silchar,10,4,12303.49,2,Premium Customers
6617417,Pavani Talwar,New Delhi,143,1,1441.9,1,Regular Customers
6622751,Nachiket Ratti,Thiruvananthapuram,500,1,3090.15,3,At Risk Customers
6637282,Damini Lad,North Dumdum,166,4,6176.62,0,Loyal Customers
6668498,Bimala Prakash,Ratlam,40,2,5471.110000000001,1,Regular Customers
6724509,Guneet Brahmbhatt,Munger,19,3,2734.55,1,Regular Customers
6756256,Ijaya Goel,Bellary,141,3,6810.71,0,Loyal Customers
6812439,Vasana Mand,Bhalswa Jahangir Pur,112,3,1712.86,1,Regular Customers
6853981,Radhika Bahri,Machilipatnam,317,1,141.28,3,At Risk Customers
6856445,Meghana Mangal,Darbhanga,463,2,5998.27,3,At Risk Customers
6867315,Yash Lata,Imphal,320,2,6151.219999999999,3,At Risk Customers
6959437,Rushil Prakash,Jammu,31,3,3112.07,1,Regular Customers
6982488,Vanya Sachdev,Jalna,1,3,5723.68,0,Loyal Customers
6992801,Yochana Nagy,Rajkot,171,1,942.37,1,Regular Customers
7076456,Upkaar Munshi,Ichalkaranji,455,2,7500.719999999999,3,At Risk Customers
7228206,Anmol Koshy,Jalgaon,151,4,11704.43,2,Premium Customers
7288562,Triya Singhal,Dewas,50,3,4667.1,0,Loyal Customers
7333934,Om Chand,Deoghar,194,3,4327.63,0,Loyal Customers
7378768,Shravya Dada,Bellary,395,2,1587.2399999999998,3,At Risk Customers
7522036,Kashvi Karan,Hospet,454,1,845.0,3,At Risk Customers
7551173,Chandran Sur,Ghaziabad,288,1,3919.44,3,At Risk Customers
7591711,Triya Kakar,Nagercoil,320,4,7305.79,0,Loyal Customers
7687234,Farhan Sheth,Naihati,466,1,4559.56,3,At Risk Customers
7728406,Leela Bansal,Ranchi,132,5,9590.72,2,Premium Customers
8025622,Daksh Bali,Bulandshahr,106,3,6292.71,0,Loyal Customers
8073518,Mekhala Pandit,Nellore,506,1,1448.27,3,At Risk Customers
8138417,Champak Narayan,Nangloi Jat,479,1,2209.24,3,At Risk Customers
8164639,Pushti Dhillon,Gandhidham,175,2,4728.2,1,Regular Customers
8228843,Vritti Halder,Bangalore,279,3,6271.29,0,Loyal Customers
8241122,Tristan Zachariah,Ambarnath,107,4,6669.82,0,Loyal Customers
8351747,Darika Kaul,Khammam,406,3,5516.66,3,At Risk Customers
8361353,Pahal Kibe,Bhiwani,222,2,6377.04,0,Loyal Customers
8375298,Yahvi Vora,Begusarai,420,2,1112.44,3,At Risk Customers
8383197,Nikita Ravi,Tiruppur,20,2,4844.43,1,Regular Customers
8384106,Urishilla Upadhyay,Hubli–Dharwad,352,1,796.88,3,At Risk Customers
8395343,Ekani Pingle,Bathinda,490,3,7008.02,3,At Risk Customers
8395610,Ranveer Subramanian,Erode,203,2,6443.63,0,Loyal Customers
8513589,Ishaan Nayak,Bathinda,194,2,6565.69,0,Loyal Customers
8536503,Ubika Om,Ramagundam,150,2,1711.19,1,Regular Customers
8628482,Krishna Mani,Bhiwandi,36,2,6500.450000000001,0,Loyal Customers
8632679,Ayaan Bal,North Dumdum,398,1,1442.99,3,At Risk Customers
8651281,Jonathan Seshadri,Ranchi,146,4,4335.65,0,Loyal Customers
8733344,Chandani Mishra,Jammu,70,2,4272.07,1,Regular Customers
8791577,Warda Kohli,Madhyamgram,22,8,19028.36,2,Premium Customers
8817168,Lajita Sharma,Mehsana,457,1,196.64,3,At Risk Customers
8881320,Tanmayi Sem,Uluberia,7,2,3006.36,1,Regular Customers
8886587,Aishani Sura,Moradabad,123,1,2023.82,1,Regular Customers
8955057,Zashil Goyal,Bhubaneswar,121,3,5598.1900000000005,0,Loyal Customers
9048817,Bhavika Banik,Udaipur,226,1,3944.12,1,Regular Customers
9097480,Hamsini Verma,Bihar Sharif,4,2,5655.6,1,Regular Customers
9105829,David Gopal,Begusarai,347,2,5485.69,3,At Risk Customers
9107360,Anvi Iyer,Dindigul,118,3,5210.74,0,Loyal Customers
9195970,Riya Uppal,Karawal Nagar,600,1,1809.72,3,At Risk Customers
9246851,Aarush Dixit,Ujjain,517,2,5098.4400000000005,3,At Risk Customers
9274874,Kashvi Ganguly,Arrah,72,6,3721.02,0,Loyal Customers
9278983,Madhav Guha,Bathinda,39,5,9068.35,2,Premium Customers
9314637,Aarav Sandal,Bhubaneswar,319,2,4974.4400000000005,3,At Risk Customers
9347990,Aarush Pingle,Nizamabad,18,2,1461.79,1,Regular Customers
9401406,Lucky Babu,Panipat,56,3,8038.67,0,Loyal Customers
9419030,Thomas Doctor,Avadi,200,1,1973.65,1,Regular Customers
9423628,Chanakya Dutta,Malegaon,582,1,3342.15,3,At Risk Customers
9450435,Sai Chaudhry,Bellary,174,3,7220.76,0,Loyal Customers
9551011,Idika Chand,Navi Mumbai,420,1,307.23,3,At Risk Customers
9573071,Ranveer Mahal,Thrissur,111,4,8601.02,0,Loyal Customers
9641623,Samarth Chander,Kota,153,1,835.53,1,Regular Customers
9650263,Samar Vasa,Gandhidham,121,2,4364.28,1,Regular Customers
9738801,Damyanti Nadkarni,Nellore,251,4,8019.36,0,Loyal Customers
9796585,Damini Jha,Danapur,7,2,1321.1,1,Regular Customers
9981089,Ikbal Hari,Proddatur,308,2,3035.8500000000004,3,At Risk Customers
9987182,Tristan Hegde,Darbhanga,29,4,11850.41,2,Premium Customers
10019218,Elijah Brar,Parbhani,166,4,9414.81,0,Loyal Customers
10038382,Rajata Balay,Bahraich,300,2,6331.04,3,At Risk Customers
10048910,Pratyush Sawhney,Kozhikode,42,5,11162.4,2,Premium Customers
10088428,Tara Raghavan,Khammam,34,1,1253.07,1,Regular Customers
10210309,Deepa Dewan,Kharagpur,117,1,2190.34,1,Regular Customers
10225164,Siya Parmer,Dehri,141,2,4228.71,1,Regular Customers
10240052,Gagan Kakar,Guntakal,63,2,2755.39,1,Regular Customers
10418604,Xavier Agrawal,Gandhidham,216,3,8381.78,0,Loyal Customers
10508763,Anamika Issac,Ratlam,210,2,2396.75,1,Regular Customers
10524732,Bhavna Ramesh,Rajahmundry,468,3,3492.09,3,At Risk Customers
10541231,Dayita Yadav,Bhiwandi,16,2,2015.42,1,Regular Customers
10562528,Udant Dada,Udaipur,20,7,11050.11,2,Premium Customers
10605484,Rachit Chakraborty,Visakhapatnam,319,2,3597.5199999999995,3,At Risk Customers
10608845,Aadi Gole,Bhilwara,405,1,2265.63,3,At Risk Customers
10663246,Madhav Chana,Gandhidham,157,2,4821.82,1,Regular Customers
10683250,Manthan Sundaram,Bhagalpur,263,2,1057.69,1,Regular Customers
10686446,Onkar Ratti,Tadipatri,223,1,2505.6,1,Regular Customers
10694081,Faris Raval,Meerut,27,1,3821.8,1,Regular Customers
10700664,Rehaan Tara,Raebareli,263,3,2978.8900000000003,0,Loyal Customers
10729474,Gautami Pingle,Howrah,522,2,5097.5,3,At Risk Customers
10745302,Yochana Shukla,Indore,352,1,3759.4,3,At Risk Customers
10769994,Tripti Tandon,Begusarai,332,2,1105.69,3,At Risk Customers
10789681,Anvi Rajan,Dehradun,169,1,825.46,1,Regular Customers
10796846,Waida Sanghvi,Tiruvottiyur,561,1,3330.44,3,At Risk Customers
10797688,Sudiksha Mannan,Bathinda,269,1,2232.88,3,At Risk Customers
10830043,Gabriel Iyer,Hospet,484,1,2244.39,3,At Risk Customers
10855630,Anya Rajagopal,Rajahmundry,141,2,5001.01,1,Regular Customers
10857389,Nihal Mital,Hindupur,38,4,5091.87,0,Loyal Customers
10945990,Frado Keer,Burhanpur,14,2,3702.66,1,Regular Customers
10951674,Anmol Lad,Guna,215,2,2110.33,1,Regular Customers
11047835,Nathaniel Reddy,Tinsukia,67,4,8927.04,0,Loyal Customers
11063505,Garima Pillay,Udaipur,8,2,4218.7,1,Regular Customers
11071601,Ojas Ahuja,Buxar,112,2,4320.68,1,Regular Customers
11082181,Pratyush Munshi,Kalyan-Dombivli,257,1,1303.23,1,Regular Customers
11143197,Siya Mani,Bulandshahr,148,4,8949.08,0,Loyal Customers
11202130,Zehaan Lad,Bhilwara,105,4,9747.33,2,Premium Customers
11228463,Theodore Cherian,Kanpur,171,1,3598.91,1,Regular Customers
11254582,Caleb Krish,Machilipatnam,199,3,4389.36,0,Loyal Customers
11387110,Om Sastry,Coimbatore,294,1,2922.5,3,At Risk Customers
11389698,Chameli Grover,Jammu,476,3,8357.68,3,At Risk Customers
11446157,Nidhi Borra,Shimoga,193,5,15311.23,2,Premium Customers
11470681,Yashawini Sunder,Munger,241,1,3007.93,1,Regular Customers
11478478,Vedika Dugal,Ahmednagar,28,6,17719.29,2,Premium Customers
11493300,Yatan Bedi,Durg,420,1,4066.1,3,At Risk Customers
11493380,Jhalak Peri,Madurai,14,4,12693.39,2,Premium Customers
11503405,Damyanti Dua,Amritsar,479,1,2661.8,3,At Risk Customers
11540364,Jonathan Virk,Firozabad,354,1,3402.86,3,At Risk Customers
11562458,Parth Raghavan,Firozabad,331,2,7959.610000000001,0,Loyal Customers
11616535,Vrinda Bassi,Tadepalligudem,136,4,5872.780000000001,0,Loyal Customers
11636968,Frado Ravel,Srinagar,49,2,4476.12,1,Regular Customers
11705793,Tripti Barad,Dindigul,204,2,6739.360000000001,0,Loyal Customers
11775073,Keya Ganesan,Morbi,96,1,2388.23,1,Regular Customers
11928321,Nikita Palan,Maheshtala,303,2,3923.31,3,At Risk Customers
12059049,Jagdish Mander,Nizamabad,106,4,11045.67,2,Premium Customers
12077371,Gautami Maharaj,Sambalpur,367,4,7842.059999999999,0,Loyal Customers
12088552,Aditya Barman,Patiala,543,2,2049.82,3,At Risk Customers
12090436,Tripti Yogi,Asansol,37,1,834.86,1,Regular Customers
12141418,Faras Patla,Ambala,350,1,1421.52,3,At Risk Customers
12184293,Dayita Mand,Phagwara,441,1,4160.4,3,At Risk Customers
12272282,Dev Bal,Sikar,29,5,11611.29,2,Premium Customers
12277039,Manthan Trivedi,Unnao,118,4,12860.59,2,Premium Customers
12302179,Nikita Nagi,Tumkur,453,1,1497.01,3,At Risk Customers
12305040,Guneet Jayaraman,Noida,40,3,8809.21,0,Loyal Customers
12338529,Rishi Nayak,Bangalore,10,3,3794.69,0,Loyal Customers
12402437,Kamala Rama,Rajahmundry,236,2,7044.07,0,Loyal Customers
12415659,Damini Wagle,Ambala,116,1,2431.37,1,Regular Customers
12455156,Ijaya Agrawal,Eluru,171,3,3157.46,0,Loyal Customers
12469338,Lavanya Dani,Coimbatore,223,2,1757.75,1,Regular Customers
12500465,Barkha Chakrabarti,Phusro,370,2,3926.33,3,At Risk Customers
12507907,Maanas Dugal,Nangloi Jat,459,2,2085.12,3,At Risk Customers
12574626,Nitesh Joshi,Amritsar,10,3,5356.67,0,Loyal Customers
12622901,Januja Kaul,Bareilly,238,2,7918.97,0,Loyal Customers
12655794,Teerth Mand,Hosur,447,1,217.5,3,At Risk Customers
12695670,Anya Borde,Jaipur,490,2,1619.96,3,At Risk Customers
12755730,Indrajit Mahal,Howrah,195,3,7745.370000000001,0,Loyal Customers
12769552,Chameli Ranganathan,Ratlam,123,1,2169.15,1,Regular Customers
12778027,Eshana Prabhu,New Delhi,328,2,6501.95,3,At Risk Customers
12799092,William Sarkar,Unnao,39,3,4648.88,0,Loyal Customers
12814732,Janya Soni,Karaikudi,10,2,5185.969999999999,1,Regular Customers
12832151,Ekavir Bhalla,Baranagar,42,7,17178.65,2,Premium Customers
12851610,Unnati Narayanan,Proddatur,41,5,11862.14,2,Premium Customers
12867472,Ishanvi Tripathi,Mehsana,192,2,4250.6,1,Regular Customers
12967305,Bhavani Sood,Durg,469,3,8329.8,3,At Risk Customers
12988801,Darika Verma,Gurgaon,268,2,4579.99,1,Regular Customers
13071673,Ijaya Bir,Jhansi,124,2,5265.6900000000005,1,Regular Customers
13122744,Yashvi Dalal,Kalyan-Dombivli,387,1,2013.55,3,At Risk Customers
13130974,Divya Garde,Eluru,289,1,4179.5,3,At Risk Customers
13164195,Fitan Uppal,Durg,56,4,13915.94,2,Premium Customers
13189939,Ishanvi Raman,Bhopal,20,4,11042.32,2,Premium Customers
13197985,Gaurika Balasubramanian,Nanded,77,1,1107.38,1,Regular Customers
13251137,Ekalinga Vasa,Rampur,72,5,11343.79,2,Premium Customers
13265605,Yatin Krishnamurthy,Kollam,529,1,3337.4,3,At Risk Customers
13284996,Irya Dayal,Phagwara,569,1,956.4,3,At Risk Customers
13383642,Xavier Kashyap,Mumbai,113,3,4776.26,0,Loyal Customers
13415362,Tristan Grover,Dibrugarh,533,1,1609.53,3,At Risk Customers
13424885,Azaan Modi,Malda,449,1,2294.95,3,At Risk Customers
13455530,Yoshita Varty,Saharsa,268,3,9044.82,0,Loyal Customers
13461704,Zayan Ratta,Nanded,353,1,2279.47,3,At Risk Customers
13462905,Bimala Rau,Farrukhabad,113,1,176.34,1,Regular Customers
13465850,Anmol Koshy,Danapur,266,3,6814.68,0,Loyal Customers
13492411,Ekaraj Mahal,Patna,196,2,2964.59,1,Regular Customers
13494314,Eesha Nadig,Mahbubnagar,119,2,5073.49,1,Regular Customers
13567338,Wahab Borah,Hubli–Dharwad,400,1,916.92,3,At Risk Customers
13581527,Jhalak Kalla,Hajipur,149,3,5533.08,0,Loyal Customers
13585482,Meera Dara,Buxar,38,3,4898.23,0,Loyal Customers
13604883,Siddharth Kata,Karimnagar,81,7,14002.59,2,Premium Customers
13651980,Abhiram Basak,Ranchi,195,2,4283.5,1,Regular Customers
13760839,Anvi Savant,Guwahati,148,5,10384.25,2,Premium Customers
13796199,Pallavi Mutti,Deoghar,276,3,9520.53,0,Loyal Customers
13871547,Anthony Dhawan,Bhilwara,227,2,3396.38,1,Regular Customers
13963450,Hemang Kakar,Malegaon,325,1,2630.12,3,At Risk Customers
14006996,Saumya Rau,Buxar,221,2,6238.31,0,Loyal Customers
14161586,Aachal Nazareth,Bettiah,52,2,8391.54,0,Loyal Customers
14207332,Ucchal Uppal,Aligarh,145,2,6489.299999999999,0,Loyal Customers
14255231,Advika Taneja,Surendranagar Dudhrej,142,2,8697.67,0,Loyal Customers
14272050,Rajata Misra,Satna,324,2,5672.35,3,At Risk Customers
14275043,Tanvi Lala,Bhilwara,196,1,4553.36,1,Regular Customers
14294171,Ikshita Bava,Saharanpur,10,1,995.56,1,Regular Customers
14330483,Vasatika Konda,Durgapur,88,2,3286.63,1,Regular Customers
14367270,Ganga Mody,Jabalpur,32,2,2468.38,1,Regular Customers
14428954,Viraj Tank,Medininagar,293,3,9890.27,0,Loyal Customers
14458150,Kamya Ratta,Sambhal,414,2,7134.84,3,At Risk Customers
14472401,Ayaan Rege,Thiruvananthapuram,134,4,5696.88,0,Loyal Customers
14479168,Sai Sawhney,Rewa,78,2,3395.52,1,Regular Customers
14632090,Ria Baria,Miryalaguda,54,3,10717.48,0,Loyal Customers
14693393,Chavvi Iyer,Proddatur,84,2,7205.32,0,Loyal Customers
14705462,Nakul Pal,Bahraich,5,2,7509.24,0,Loyal Customers
14839726,Lohit Lanka,Mira-Bhayandar,280,2,4949.27,3,At Risk Customers
14940427,Sara Rajagopalan,Loni,57,3,7194.67,0,Loyal Customers
14944819,Triya Patla,Anand,318,2,4427.81,3,At Risk Customers
14974554,Kevin Magar,Baranagar,418,2,3999.58,3,At Risk Customers
14991661,Logan Nigam,Chandrapur,109,2,4277.14,1,Regular Customers
15043066,Bakhshi Majumdar,Rohtak,578,1,2129.39,3,At Risk Customers
15066187,Vedant Keer,Jammu,67,3,10626.06,0,Loyal Customers
15144290,Omkaar Swamy,Nizamabad,66,3,6958.92,0,Loyal Customers
15345667,Lila Chanda,Durg,269,1,3322.54,3,At Risk Customers
15391556,Ria Pau,Nellore,524,1,1199.03,3,At Risk Customers
15417130,Henry Arora,Indore,269,1,3391.72,3,At Risk Customers
15484407,Saksham Kaur,Kakinada,15,3,3426.3900000000003,1,Regular Customers
15487049,Aadhya Cherian,Motihari,118,2,5137.77,1,Regular Customers
15529446,Pallavi Goda,Haridwar,465,2,358.07,3,At Risk Customers
15534747,Oviya Luthra,Kadapa,416,2,1519.74,3,At Risk Customers
15568831,David Swamy,Jammu,437,2,4170.360000000001,3,At Risk Customers
15599514,Yashodhara Magar,Tezpur,498,1,2831.58,3,At Risk Customers
15631726,Ucchal Murthy,Tezpur,49,3,6718.43,0,Loyal Customers
15661674,Jyoti Ray,Vadodara,555,2,5317.11,3,At Risk Customers
15661901,Warda Wagle,Kumbakonam,15,2,3420.57,1,Regular Customers
15733078,Ekanta Shukla,Phagwara,46,1,2406.32,1,Regular Customers
