customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
5039883,Gavin Garg,nitesh75@example.org,9.11178E+11,H.No. 872 Oza Marg Hazaribagh 512058,Purnia,360444,19-12-2023,Inactive,5,610.9899902
5043760,Chatresh Dara,dsinghal@example.org,9.19498E+11,"93, Bansal Road New Delhi 109118",Davanagere,638623,28-11-2023,Regular,2,1154.939941
5135207,Xalak Mittal,libnikonda@example.com,9.11768E+11,"H.No. 46, Thakur Street Gurgaon 146541",Moradabad,383404,24-08-2023,Premium,1,1438.22998
5140660,Tripti Loke,anika70@example.com,9.16101E+11,"25, Oommen Road, Gandhidham 607310",Akola,164050,18-08-2023,Inactive,1,908.6799927
5226128,Wridesh Mander,samakshshere@example.org,9.11347E+11,"02/758, Garg Zila, Tinsukia-257738",Bhimavaram,227013,09-03-2024,New,2,1049.099976
5228136,Oeshi Mallick,hardikkrishna@example.org,9.1987E+11,"H.No. 16, Krishnan Marg Naihati-647090",Ambarnath,314449,30-09-2024,Premium,3,500.1700134
5238055,Chandani D’Alia,sahninandini@example.net,9.10749E+11,"H.No. 37 Balakrishnan, Raurkela Industrial Township-608642",Guntur,745044,29-01-2024,Regular,3,1166.670044
5277675,Vansha Deol,hariaarna@example.net,9.19054E+11,"H.No. 03, Natt Circle, Karnal 408909",Ghaziabad,373380,22-10-2024,Premium,2,1312.800049
5369136,Yasti Wagle,pantmaanas@example.com,9.16386E+11,"46 Jayaraman Road, Eluru-026437",Ambala,927996,11-09-2024,Regular,0,311.4500122
5386246,Oeshi Dhillon,mallmaya@example.com,9.19402E+11,"41/05 Cheema Marg, Durg-626411",Kadapa,956529,19-05-2023,Inactive,3,1741.420044
5418547,Qushi Devi,swaminathanshaurya@example.org,9.17171E+11,"132 Amble Ganj, Pimpri-Chinchwad-532902",Pune,122989,27-08-2023,Regular,2,1693.630005
5540556,Lakshit Balan,gunbirpillai@example.org,9.14806E+11,"508, Dixit Zila Nashik-521010",Gangtok,166077,28-08-2023,Regular,4,273.4700012
5607734,Riya Batta,mandermitesh@example.net,9.13704E+11,"H.No. 604, Kata Road Khandwa 364539",Jamshedpur,260720,01-09-2024,Premium,1,603.4400024
5700842,Waida Trivedi,garimashere@example.net,9.1858E+11,"H.No. 68, Tara Road, Surendranagar Dudhrej 454893",Amravati,864006,11-09-2024,Regular,1,514.0599976
5712468,Zinal Shan,farisbadal@example.net,9.18794E+11,"62 Karan Zila, Patna 168894",Thanjavur,858342,25-03-2024,Inactive,2,872.5700073
5716817,Xalak Master,pandeyadvik@example.com,9.10206E+11,H.No. 47 Saran Ganj Shimoga-583550,Aurangabad,378247,11-03-2024,Inactive,3,1607.050049
5751638,Xiti Wagle,darshmunshi@example.net,9.16526E+11,H.No. 571 Borah Marg Sri Ganganagar-467229,Aligarh,589333,11-09-2024,New,2,1230.380005
5754255,Radha Rana,kritika79@example.org,9.14136E+11,"34/71, Wable Nagar, Bally 321844",Mango,547754,12-11-2023,Inactive,3,1050.73999
5763963,Chandran Seth,yashoda79@example.net,9.14781E+11,17/902 Mital Road Kharagpur-793062,Pimpri-Chinchwad,773179,30-03-2023,Regular,5,1118.819946
5901440,Faris Chopra,waida01@example.org,9.17603E+11,H.No. 50 Rastogi Path Mehsana-686891,Sambhal,719965,16-05-2024,Premium,1,761.1699829
5961261,Vrishti Memon,brijeshwable@example.net,9.18368E+11,"66/405 Talwar Ganj, Tiruchirappalli-116372",Varanasi,113744,28-06-2023,Premium,4,309.7900085
6025470,Isaac Mander,rdixit@example.com,9.12511E+11,57/46 Solanki Street Jammu 135323,Sagar,644361,17-08-2024,Premium,1,1599.390015
6061349,Gautami Trivedi,iryasarin@example.org,9.18376E+11,H.No. 03 Dasgupta Marg Ozhukarai 426511,Haldia,987109,17-03-2024,Regular,3,332.0299988
6081270,Caleb Sane,diptagour@example.net,9.15268E+11,009 Loyal Marg Udaipur 582796,Gaya,603031,17-08-2024,Inactive,1,969.5100098
6150721,Vaishnavi Master,ldeshpande@example.org,9.17602E+11,82/547 Deep Road Phusro-585053,Panihati,15615,07-11-2023,New,5,1705.170044
6184558,Gaurang Grewal,jpalan@example.net,9.13522E+11,"51/040, Mittal Chowk Salem-548267",Tezpur,80875,06-06-2023,Regular,1,1352.969971
6186471,Dominic Koshy,choprachanchal@example.org,9.15607E+11,22/739 Sachdev Ganj Madanapalle-093707,Chittoor,410608,18-09-2024,New,1,1619.949951
6187807,Jairaj Tata,paivritti@example.net,9.13518E+11,"H.No. 361, Sunder Chowk Jalgaon 205509",Dindigul,921070,24-08-2023,New,0,1962.920044
6245778,Reva Shanker,edhitha04@example.org,9.15283E+11,"H.No. 716 Ram Marg, Kakinada 548086",Guntakal,850565,11-01-2024,Premium,3,1779.459961
6247821,Mekhala Vora,gardequincy@example.org,9.17853E+11,"08/563, Sane Circle, Khora -425505",Panvel,691869,15-07-2023,Regular,3,1832.579956
6291143,Banjeet Oak,abhatia@example.com,9.17842E+11,56/942 Rajan Road Mysore 031754,Yamunanagar,135844,05-08-2023,Inactive,2,1934.369995
6319646,Rehaan Suresh,ryan15@example.com,9.15774E+11,"38, Chandran Chowk Phusro 940532",Udupi,413954,20-02-2024,Regular,3,518.1699829
6335221,Lajita Loyal,vedhikagulati@example.com,9.17625E+11,83 Shukla Zila Bhagalpur 663970,Rajpur Sonarpur,713686,05-01-2024,Premium,2,1518.829956
6344345,Shaurya Chhabra,samarjhaveri@example.net,9.15053E+11,"074 Saha Street, Erode-682888",Burhanpur,789598,03-10-2024,Premium,3,1110.109985
6344788,Max Mandal,sanya24@example.com,9.19224E+11,61 Kata Nagar Nagpur 188136,Bareilly,879635,15-02-2024,Premium,0,1058.660034
6367136,Yashica Jayaraman,kmane@example.org,9.10289E+11,47/70 Kalita Road Jalgaon-197155,Rohtak,337064,17-02-2024,Regular,0,1662.439941
6390687,Shivansh Dasgupta,watika26@example.net,9.11505E+11,"08/37, Singh Zila Aizawl-112143",Alwar,733851,23-08-2024,Regular,2,1340.790039
6398761,Kabir Kala,pallafaris@example.com,9.1817E+11,H.No. 80 Konda Nagar Eluru 082402,Naihati,350456,10-08-2024,Inactive,4,1701.150024
6459100,Shivansh Mand,gaurav29@example.com,9.10123E+11,"145, Arora Ganj Karaikudi-304218",Agra,85316,04-10-2024,Premium,3,1193.569946
6579892,Indrajit Sodhi,kalasai@example.net,9.17412E+11,H.No. 22 Konda Chowk Akola-179821,Silchar,511482,03-10-2023,Regular,4,869.1900024
